Augsburg,Werder Bremen,20,1 February 2020,Bundesliga,3047197
Köln,Freiburg,20,2 February 2020,Bundesliga,3047198
Paderborn,Wolfsburg,20,2 February 2020,Bundesliga,3047199
Bayern Munich,RB Leipzig,21,9 February 2020,Bundesliga,3047200
Bayer Leverkusen,Borussia Dortmund,21,8 February 2020,Bundesliga,3047201
Borussia M'gladbach,Köln,21,9 February 2020,Bundesliga,3047202
Wolfsburg,Fortuna Dusseldorf,21,8 February 2020,Bundesliga,3047203
Eintracht Frankfurt,Augsburg,21,7 February 2020,Bundesliga,3047204
Werder Bremen,Union Berlin,21,8 February 2020,Bundesliga,3047205
Hertha BSC,Mainz 05,21,8 February 2020,Bundesliga,3047206
Freiburg,Hoffenheim,21,8 February 2020,Bundesliga,3047207
Schalke 04,Paderborn,21,8 February 2020,Bundesliga,3047208
Bayern Munich,Freiburg,33,9 May 2020,Bundesliga,3047308
RB Leipzig,Borussia Dortmund,33,9 May 2020,Bundesliga,3047309
Hoffenheim,Union Berlin,33,9 May 2020,Bundesliga,3047310
Fortuna Dusseldorf,Augsburg,33,9 May 2020,Bundesliga,3047311
Hertha BSC,Bayer Leverkusen,33,9 May 2020,Bundesliga,3047312
Mainz 05,Werder Bremen,33,9 May 2020,Bundesliga,3047313
Schalke 04,Wolfsburg,33,9 May 2020,Bundesliga,3047314
Köln,Eintracht Frankfurt,33,9 May 2020,Bundesliga,3047315
Paderborn,Borussia M'gladbach,33,9 May 2020,Bundesliga,3047316
Borussia Dortmund,Hoffenheim,34,16 May 2020,Bundesliga,3047317
Bayer Leverkusen,Mainz 05,34,16 May 2020,Bundesliga,3047318
Borussia M'gladbach,Hertha BSC,34,16 May 2020,Bundesliga,3047319
Wolfsburg,Bayern Munich,34,16 May 2020,Bundesliga,3047320
Eintracht Frankfurt,Paderborn,34,16 May 2020,Bundesliga,3047321
Werder Bremen,Köln,34,16 May 2020,Bundesliga,3047322
Freiburg,Schalke 04,34,16 May 2020,Bundesliga,3047323
Augsburg,RB Leipzig,34,16 May 2020,Bundesliga,3047324
Union Berlin,Fortuna Dusseldorf,34,16 May 2020,Bundesliga,3047325
Central Coast Mariners,Adelaide United,6,16 November 2019,A-League,3129296
Sydney,Melbourne Victory,6,17 November 2019,A-League,3129297
Brisbane Roar,Melbourne City,6,17 November 2019,A-League,3129299
Western Sydney Wanderers,Melbourne City,7,22 November 2019,A-League,3129300
Wellington Phoenix,Brisbane Roar,7,23 November 2019,A-League,3129301
Adelaide United,Melbourne Victory,7,23 November 2019,A-League,3129302
Perth Glory,Sydney,7,23 November 2019,A-League,3129303
Central Coast Mariners,Western United,7,24 November 2019,A-League,3129304
Melbourne Victory,Perth Glory,8,29 November 2019,A-League,3129305
Brisbane Roar,Central Coast Mariners,8,30 November 2019,A-League,3129306
Newcastle Jets,Western Sydney Wanderers,8,30 November 2019,A-League,3129307
Western United,Sydney,8,1 December 2019,A-League,3129308
Adelaide United,Wellington Phoenix,8,1 December 2019,A-League,3129309
Melbourne City,Perth Glory,9,6 December 2019,A-League,3129310
Wellington Phoenix,Western Sydney Wanderers,9,7 December 2019,A-League,3129311
Sydney,Brisbane Roar,9,7 December 2019,A-League,3129312
Western United,Melbourne Victory,9,8 December 2019,A-League,3129313
Adelaide United,Newcastle Jets,9,8 December 2019,A-League,3129314
Brisbane Roar,Western United,10,13 December 2019,A-League,3129315
Melbourne Victory,Wellington Phoenix,10,14 December 2019,A-League,3129316
Sydney,Central Coast Mariners,10,14 December 2019,A-League,3129317
Perth Glory,Western Sydney Wanderers,10,14 December 2019,A-League,3129318
Newcastle Jets,Melbourne City,10,15 December 2019,A-League,3129319
Western Sydney Wanderers,Western United,11,20 December 2019,A-League,3129320
Wellington Phoenix,Sydney,11,21 December 2019,A-League,3129321
Melbourne City,Melbourne Victory,11,21 December 2019,A-League,3129322
Perth Glory,Newcastle Jets,11,21 December 2019,A-League,3129323
Central Coast Mariners,Adelaide United,11,22 December 2019,A-League,3129324
Western United,Wellington Phoenix,12,28 December 2019,A-League,3129326
Sydney,Melbourne City,12,29 December 2019,A-League,3129328
Central Coast Mariners,Perth Glory,12,31 December 2019,A-League,3129329
Western Sydney Wanderers,Brisbane Roar,13,1 January 2020,A-League,3129330
Melbourne City,Western United,13,3 January 2020,A-League,3129331
Wellington Phoenix,Central Coast Mariners,13,4 January 2020,A-League,3129332
Sydney,Adelaide United,13,4 January 2020,A-League,3129333
Melbourne Victory,Newcastle Jets,13,5 January 2020,A-League,3129334
Newcastle Jets,Sydney,14,10 January 2020,A-League,3129335
Wellington Phoenix,Western Sydney Wanderers,14,11 January 2020,A-League,3129336
Brisbane Roar,Melbourne City,14,11 January 2020,A-League,3129337
Perth Glory,Adelaide United,14,11 January 2020,A-League,3129338
Central Coast Mariners,Melbourne Victory,14,12 January 2020,A-League,3129339
Adelaide United,Melbourne Victory,15,17 January 2020,A-League,3129340
Brisbane Roar,Wellington Phoenix,15,18 January 2020,A-League,3129341
Melbourne City,Newcastle Jets,15,18 January 2020,A-League,3129342
Western United,Central Coast Mariners,15,19 January 2020,A-League,3129343
Western Sydney Wanderers,Perth Glory,15,19 January 2020,A-League,3129344
Wellington Phoenix,Newcastle Jets,16,24 January 2020,A-League,3129345
Melbourne Victory,Sydney,16,24 January 2020,A-League,3129346
Central Coast Mariners,Brisbane Roar,16,25 January 2020,A-League,3129347
Melbourne City,Perth Glory,16,25 January 2020,A-League,3129348
Western United,Adelaide United,16,26 January 2020,A-League,3129349
Sydney,Brisbane Roar,17,31 January 2020,A-League,3129350
Newcastle Jets,Western United,17,1 February 2020,A-League,3129351
Adelaide United,Melbourne City,17,1 February 2020,A-League,3129352
Perth Glory,Melbourne Victory,17,1 February 2020,A-League,3129353
Central Coast Mariners,Western Sydney Wanderers,17,2 February 2020,A-League,3129354
Melbourne City,Melbourne Victory,18,7 February 2020,A-League,3129355
Perth Glory,Wellington Phoenix,18,7 February 2020,A-League,3129356
Sydney,Western Sydney Wanderers,18,8 February 2020,A-League,3129357
Brisbane Roar,Adelaide United,18,8 February 2020,A-League,3129358
Newcastle Jets,Central Coast Mariners,18,9 February 2020,A-League,3129359
Adelaide United,Central Coast Mariners,19,14 February 2020,A-League,3129360
Wellington Phoenix,Melbourne City,19,15 February 2020,A-League,3129361
Western Sydney Wanderers,Newcastle Jets,19,15 February 2020,A-League,3129362
Western United,Brisbane Roar,19,16 February 2020,A-League,3129363
Wellington Phoenix,Western United,20,21 February 2020,A-League,3129364
Western Sydney Wanderers,Adelaide United,20,21 February 2020,A-League,3129365
Newcastle Jets,Melbourne Victory,20,22 February 2020,A-League,3129366
Central Coast Mariners,Sydney,20,22 February 2020,A-League,3129367
Brisbane Roar,Perth Glory,20,23 February 2020,A-League,3129368
Sydney,Wellington Phoenix,21,28 February 2020,A-League,3129369
Melbourne Victory,Adelaide United,21,29 February 2020,A-League,3129371
Western United,Central Coast Mariners,21,1 March 2020,A-League,3129372
Melbourne City,Brisbane Roar,21,1 March 2020,A-League,3129373
Brisbane Roar,Western Sydney Wanderers,22,6 March 2020,A-League,3129374
Adelaide United,Western United,22,7 March 2020,A-League,3129375
Melbourne Victory,Sydney,22,7 March 2020,A-League,3129376
Central Coast Mariners,Wellington Phoenix,22,8 March 2020,A-League,3129377
Perth Glory,Melbourne City,22,8 March 2020,A-League,3129378
Brisbane Roar,Central Coast Mariners,23,13 March 2020,A-League,3129379
Sydney,Perth Glory,23,14 March 2020,A-League,3129380
Melbourne City,Western Sydney Wanderers,23,14 March 2020,A-League,3129381
Wellington Phoenix,Melbourne Victory,23,15 March 2020,A-League,3129382
Adelaide United,Newcastle Jets,23,15 March 2020,A-League,3129383
Central Coast Mariners,Melbourne City,24,20 March 2020,A-League,3129384
Western Sydney Wanderers,Sydney,24,21 March 2020,A-League,3129385
Perth Glory,Western United,24,21 March 2020,A-League,3129386
Newcastle Jets,Wellington Phoenix,24,22 March 2020,A-League,3129387
Melbourne Victory,Brisbane Roar,24,22 March 2020,A-League,3129388
Melbourne City,Adelaide United,25,27 March 2020,A-League,3129389
Western United,Western Sydney Wanderers,25,29 March 2020,A-League,3129392
Perth Glory,Melbourne Victory,25,29 March 2020,A-League,3129393
Sydney,Western United,26,3 April 2020,A-League,3129394
Melbourne Victory,Central Coast Mariners,26,4 April 2020,A-League,3129395
Western Sydney Wanderers,Perth Glory,26,4 April 2020,A-League,3129396
Wellington Phoenix,Adelaide United,26,5 April 2020,A-League,3129397
Newcastle Jets,Melbourne City,26,5 April 2020,A-League,3129398
Western United,Melbourne City,27,10 April 2020,A-League,3129399
Western Sydney Wanderers,Melbourne Victory,27,11 April 2020,A-League,3129400
Adelaide United,Sydney,27,11 April 2020,A-League,3129401
Brisbane Roar,Newcastle Jets,27,12 April 2020,A-League,3129402
Perth Glory,Wellington Phoenix,27,12 April 2020,A-League,3129403
Adelaide United,Perth Glory,28,17 April 2020,A-League,3129404
Sydney,Newcastle Jets,28,18 April 2020,A-League,3129405
Melbourne Victory,Western United,28,18 April 2020,A-League,3129406
Wellington Phoenix,Brisbane Roar,28,19 April 2020,A-League,3129407
Central Coast Mariners,Western Sydney Wanderers,28,19 April 2020,A-League,3129408
Newcastle Jets,Western United,29,24 April 2020,A-League,3129409
Brisbane Roar,Adelaide United,29,25 April 2020,A-League,3129410
Western Sydney Wanderers,Wellington Phoenix,29,25 April 2020,A-League,3129411
Melbourne City,Sydney,29,26 April 2020,A-League,3129412
Perth Glory,Central Coast Mariners,29,26 April 2020,A-League,3129413
